iso3,country.x,nri_rank,nri_score,p1_technology,p2_people,p3_governance,p4_impact,p1.1_access,p1.2_content,p1.3_future_tech,p2.1_ind,p2.2_biz,p2.3_gov,p3.1_trust,p3.2_regulation,p3.3_inclusion,p4.1_economy,p4.2_qlife,p4.3_SDG,country.y,mobile_tariffs,handset_prices,internet_access,4g mobile_network_coverage,fixed_broadband_subscriptions,international_internet_bandwidth,internet_access_in_schools,github_commits,wikipedia_edits,internet_domain_registrations,mobile_apps_development,adoption_of_emerging_technologies,investment_in_emerging_technologies,ict_pct_patent_applications,computer_software_spending,robot_density,internet_users,active_mobile_broadband_subscriptions,use_of_virtual_social_networks,tertiary_enrollment,adult_literacy_rate,ict_skills,firms_with_website,ease_of_doing_business,professionals,technicians_and_associate_professionals,business_use_of_digital_tools,r&d_expenditure_by_businesses,government_online_services,publication_and_use_of_open_data,government_promotion_of_investment_in_emerging_technologies,r&d_expenditure_by_governments_and_higher_education,secure_internet_servers,cybersecurity,online_access_to_financial_account,internet_shopping,regulatory_quality,ict_regulatory_environment,legal_framework's_adaptability_to_emerging_technologies,e_commerce_legislation,privacy_protection_by_law_content,e_participation,socioeconomic_gap_in_use_of_digital_payments,availability_of_local_online_content,gender_gap_in_internet_use,rural_gap_in_use_of_digital_payments,medium_and_high_tech_industry,high_tech_exports,pct_patent_applications,labor_productivity_per_employee,prevalence_of_gig_economy,happiness,freedom_to_make_life_choices,income_inequality,healthy_life_expectancy_at_birth,sdg_3:_good_health_and_well_being,sdg_4:_quality_education,sdg_5:_gender_equality,sdg_7:_affordable_and_clean_energy,sdg_11:_sustainable_cities_and_communities
IRN,"Iran, Islamic Rep.",79,43.9136243120827,31.7001312685408,44.6771586104136,55.7866032553739,43.4906041140026,52.3610174749773,24.5032660405778,18.2361102900675,52.4660559957525,32.3888391859198,49.1765806495686,51.9164213753531,52.4507951924037,62.9925931983648,22.7896876803623,52.1263344564514,55.5557902051941,"Iran, Islamic Rep.",67.55011416,37.39681469,79.50630624,88.02,20.27163029,63.23191694,10.55034,1.484937084,48.10749789,NA,43.8375832,39.26384185,27.76867628,2.785644558,21.24011224,0.122276528,69.4322561,26.10985063,39.17525773,49.56021449,81.41954707,49.09920994,NA,50.08152552,26.12608612,23.66230521,56.75156527,5.322713807,57.57263548,NA,33.90323505,56.05387141,55.39726297,68.58071506,50.73481061,32.95289686,22.86069641,82.24255763,29.69992674,75,NA,44.44674894,95.1706656,47.80956414,48.78213783,78.75384948,57.67304482,2.539056228,0.39802005,25.78993328,27.54838403,45.46299395,42.24699409,57.21649485,63.57885494,72.13114754,NA,42.87373581,60.54913295,46.66914452
PER,Peru,80,43.6670984657948,31.4362268619357,44.7862297121398,49.9763526243131,48.4695846647907,49.2910473438306,28.2024969962639,16.8151362457124,53.4915314114735,46.344914859841,34.5222428651049,26.4420631357691,68.8451340714821,54.6418606656881,12.5139189760227,65.6015806126597,67.2932544056896,Peru,87.39760392,52.02414332,29.60132492,52.24,17.38957855,65.61468069,40.77,3.147963821,49.18047358,NA,56.91913663,38.64057956,25.14971452,2.389804536,17.70684519,0.188737418,51.42641795,25.07537328,73.19587629,51.49112869,92.83301658,26.92737568,69.30928376,68.03713042,16.93409516,27.05284152,50.39122344,NA,74.54152071,33.33,25.4023363,4.815114453,47.50244142,42.57854821,10.12740289,5.559860026,62.82712706,88.03428704,24.51912219,100,NA,75.30851395,38.37696443,40.4543352,49.99527269,69.07421705,20.09759856,8.653108394,0.56003207,14.36144018,18.89741568,64.98864414,74.77610045,52.06185567,70.57972219,80.32786885,28.06574491,68.86644358,91.97976879,67.2264459
TTO,Trinidad and Tobago,81,43.609050566718,36.123846253865,38.1588355871613,51.9363736894335,48.2171467364122,64.1912543116765,27.4530806137291,16.7272038361893,59.1174130560636,31.0211633953389,24.3379303100815,26.029426027583,62.0025090373763,67.7771860033412,22.0186660053644,69.135755858898,53.4970183449742,Trinidad and Tobago,35.3977466,48.96288819,77.44498092,75,72.76000354,75.58190662,NA,4.248690207,46.27194117,NA,56.07954323,27.86497354,22.31663797,0,NA,NA,76.98080971,17.14729869,61.8556701,NA,98.35912432,41.24416246,24.72843793,54.93696875,14.14410547,57.29852938,34.83413659,0.184802251,60.00412116,17.99,13.70681247,5.650787608,45.84775815,19.50162514,17.67395065,21.09437018,50.95908453,86.09984942,10.9511022,100,NA,60.48947423,86.14018413,50.56779299,NA,73.91129266,50.5200976,0.261031266,0.707633085,38.51922701,20.08534106,68.77250132,82.30603823,NA,56.32872803,75.40983607,34.60204962,86.0835699,0,71.38963614
KEN,Kenya,82,43.2196001856097,27.2554374000891,44.0135175622146,60.9876126714731,40.6218331086618,38.6066001313113,11.9650553832214,31.1946566857346,32.1085402435095,48.6314455055035,51.3005669376308,50.5919209516422,68.1968051473238,64.1741119154534,18.1199207615428,53.0062960603932,50.7392825040495,Kenya,49.30066488,33.14183801,33.46861071,35,0,80.72848719,NA,2.572189837,0.118272885,NA,44.28330227,50.76840833,60.11618484,1.000819025,12.89321454,NA,15.63668751,15.42722504,15.46391753,7.83689252,76.25712696,62.0293919,43.88427012,76.03294703,NA,NA,72.87812055,1.730444318,66.67010097,40.42,40.9009166,57.21125018,44.0091613,80.17334778,66.35043304,11.83474168,46.42270153,88.61345998,37.75105908,100,NA,58.02136265,71.73861284,51.37522584,NA,75.56124633,18.96750995,6.861042949,0.037976242,5.634815946,59.09825872,37.84929091,75.27740446,57.21649485,41.68199402,44.26229508,NA,62.88760283,55.56358382,40.24364829
LKA,Sri Lanka,83,42.646960580697,33.4812561700615,36.146069627873,50.9093054761506,50.0512110487029,47.4856599969148,21.0971053109251,31.8610032023447,39.8979983698505,27.0204990413606,41.519711472408,27.2674582006225,58.5664102496575,66.8940479781716,17.9631579038352,58.622430657993,73.5680445842806,Sri Lanka,83.17193746,36.78955813,24.15321347,91,22.39704191,62.98490902,11.90296,4.282300815,25.80490619,NA,53.51112314,56.00941483,38.3536777,3.400866806,29.68005347,NA,32.42800101,22.27569195,28.86597938,13.85074491,89.35844445,52.6091285,10.5647317,55.84776902,16.28007954,35.20547045,43.29863185,0.9263117,70.9045951,NA,49.21538261,4.439156713,46.24307555,49.62080173,9.755173033,3.450782491,48.05982681,59.45789413,49.83409019,75,60.48024012,70.37229078,83.98432735,47.12162116,NA,66.09795262,9.387440606,1.933170079,0.336386287,21.99465128,56.16414126,29.87671501,76.38476014,59.79381443,68.43443305,62.29508197,NA,64.29068091,96.38728324,71.29913222
EGY,Egypt,84,42.5566270546853,33.4589400667513,42.642108486995,46.5159492030584,47.6095104619366,53.8090263986587,20.3242801191813,26.2435136824138,43.2977164363381,39.2815984970168,45.3470105276302,31.3338822586549,58.5177242964428,49.6962410540774,28.1831056404694,57.5575255618933,57.0879001834472,Egypt,77.03405063,34.13560573,50.91112205,89,14.60210005,63.39711633,47.58319,1.23403107,32.36973421,NA,47.13056068,54.91945305,37.05284459,1.00852639,38.01763388,0.219110496,45.63628304,20.30333678,40.20618557,25.29162713,62.90875426,65.44011184,48.99249204,52.74755251,28.27636909,34.35816512,70.60391974,0.71109248,55.75932413,13.89,47.93155099,63.80716699,28.51485388,90.35752979,3.37708288,3.086062477,32.31815425,80.88729295,45.86544999,75,NA,49.3829721,37.66285185,78.49750951,29.82709891,53.1107729,17.61910877,4.433552348,0.119608011,29.28722905,89.45603002,32.12826639,67.83716076,81.18556701,49.07910809,65.57377049,NA,44.32966109,84.60982659,33.83834256
ECU,Ecuador,85,42.2019986408395,29.7050582763938,41.6998149431912,46.9686958925765,50.4344254511964,43.1686234561342,25.3617928744977,20.5847584985494,51.3510023969626,37.4048152323184,36.3436272002926,25.5686321028915,62.044801332335,53.2926542425031,11.2154085521588,63.9574124092866,76.1304553921437,Ecuador,44.79719395,34.64520132,37.029131,70.87,24.75090018,50.80905774,39.27888,2.46079079,40.84340716,NA,56.50260037,38.93839018,23.32655553,0.527833922,19.54625436,NA,56.30509579,20.6152707,69.07216495,32.45601353,90.80053771,38.8569317,79.87401546,48.62406111,17.81211915,18.34703136,54.99338867,4.778275639,80.609932,21.62,21.82634523,21.31823157,45.87391494,38.89490791,9.800929258,7.704776306,31.80737665,86.29676821,30.07506047,100,NA,79.01068132,32.5743106,39.20089159,63.20672662,52.47066108,15.16630281,9.996396393,0.087731963,15.36915678,15.45745481,61.24858212,77.28431147,45.36082474,71.93593131,80.32786885,NA,78.58219487,85.62138728,59.99037056
CPV,Cabo Verde,86,42.0130877366429,32.9025587527382,37.2215761003195,47.961356595688,49.9668594978259,47.4364285668067,19.373122363043,31.898125328365,46.330712006769,27.8504886256927,37.4835276684969,27.5001926915016,65.585543893979093,50.7983332015833,23.4482462493663,56.8686684345139,69.5836638095974,Cabo Verde,54.32097012,34.37771774,70.01122588,0,93.60669349,63.88473274,15.85366,0.667890494,NA,NA,55.41013782,29.73627678,34.05997388,NA,NA,NA,57.2321077,25.55145451,48.45360825,16.78660326,83.02397029,46.93652803,11.26130741,43.87697067,19.46504433,22.78563131,41.8634894,NA,48.4854729,NA,26.48158243,NA,50.34166382,4.65872156,NA,NA,46.10229912,81.46646589,26.27191094,100,74.08704352,39.51052577,NA,50.38006089,62.50441295,NA,34.46770258,0,NA,NA,35.87703617,NA,NA,53.09278351,60.64455336,67.21311475,NA,79.92059176,90.39017341,40.81077532
BIH,Bosnia and Herzegovina,87,41.7270966041724,30.257274526021,37.8168791858036,52.2385246427235,46.5957080621415,46.1181193166667,32.9371716142432,11.7165326471532,55.0309496029107,39.7915908182604,18.6280971362398,27.4812974218851,68.3146518373629,60.9196246689225,18.9780021246818,67.7879758338634,53.0211462278792,Bosnia and Herzegovina,49.41808367,41.31488138,69.10993412,0,46.78683996,70.07897677,NA,7.091989737,66.49512475,NA,54.8395338,33.05054677,16.9908647,0.730599629,7.261593704,0.54905844,69.55142335,20.89736338,51.54639175,NA,96.15957704,36.99999248,68.03222828,62.28063425,24.5750502,39.37580818,42.72700754,1.758816448,52.12239852,8.02,4.605558486,9.764431542,62.91568479,21.23510293,10.70699668,15.06740529,46.86688298,94.98436233,19.35683129,100,80.36518259,59.25541844,62.04823558,54.25047221,54.03740212,75.006595,23.30807757,9.993885578,0.258047288,38.41304,22.91696019,65.30595285,58.93942075,77.31958763,69.58694211,54.09836066,30.52421429,59.65668288,59.75433526,61.07213806
IND,India,88,41.5661801288607,36.5845323857022,40.1524675410871,50.4461331482258,39.0815874404277,59.9580104171913,20.6637693647847,29.1318173751306,36.6717886922408,34.5790518107429,49.2065621202777,33.5605980387367,54.9456057591363,62.8321956468045,23.458657216434,50.9434771411984,42.8426279636506,India,74.12899956,49.66986613,25.17993596,94,53.10973583,63.65952503,NA,1.88577802,24.24205665,NA,55.66098935,51.54458629,64.29400452,8.935315838,19.79325286,1.091927375,32.7750933,13.64743488,27.83505155,20.05960582,67.03523437,58.67831223,45.74180536,72.19173897,9.326198617,16.79663357,58.47990572,4.938028623,84.84442613,42.8,35.62259711,33.55922524,47.59625138,77.03141928,5.986056697,3.628664796,47.36869075,74.71330939,42.77859493,75,34.86743372,85.18096028,50.1480269,58.2035279,NA,57.7962675,49.44137665,17.06947274,0.522550848,10.6987653,39.56112053,10.91538688,85.09145002,64.94845361,42.81861806,44.26229508,NA,27.58194145,78.6849711,20.84130423
MNG,Mongolia,89,41.4411104713997,27.9755641675686,35.4139503448338,55.730802739263,46.6441246339335,40.4083204543034,26.0323944556976,17.4859775927049,51.1974445750537,29.0439395431067,26.0004669163411,41.2143245819654,52.054344343417,73.9237392924066,11.8760462190998,60.8734453043496,67.182882378351,Mongolia,50.51364139,30.60634218,22.7803345,45,0.579781153,62.71865396,70.65949,1.748015278,34.66892266,NA,66.0472097,25.94283006,32.93936258,0,11.06171773,NA,21.70642403,32.41455988,68.04123711,47.70377443,98.00260871,39.31606328,32.50686676,66.40262198,40.80800904,12.47112455,21.85826208,0.216752848,51.5145271,NA,19.91951059,6.567363061,59.31043755,49.51245937,46.5752568,9.459144607,50.75615634,67.9601529,14.50106814,75,NA,59.25541844,89.53741735,42.60587325,100,78.21998743,6.793373571,9.405622366,0.131121106,NA,31.17406783,56.40811975,57.09015648,78.09278351,51.90272148,55.73770492,NA,95.66014269,67.34104046,49.99264145
LBN,Lebanon,90,41.3019621610996,41.5497220656601,47.9057562271493,34.8169773529671,40.9353929986219,70.6869473743413,30.5588549018355,23.4033639208037,64.9933892326293,53.868852852581,24.8550265962377,23.1056998095272,35.3270859174533,46.0181463319207,19.9009009016288,46.1916470400782,56.7136310541587,Lebanon,47.41009785,41.04968179,84.31986365,98.2,NA,63.26289096,89.87915,3.82637362,44.01803881,NA,71.12829469,40.86891033,40.90695941,8.073257175,3.76432877,NA,77.86203814,16.77894498,59.79381443,NA,93.68435081,76.8477978,62.69181446,42.62512005,NA,NA,56.28962405,NA,39.99587884,5.82,28.74920095,NA,42.54065298,19.28494041,12.96025835,17.63694749,43.88817325,23.94300938,33.80424695,75,0,30.86176501,30.07715283,51.76261983,NA,71.37104766,25.28573263,4.460143363,0.661192661,28.75905415,40.3383817,26.15966608,12.30685873,80.41237113,65.88769222,73.7704918,25.66702643,48.46470155,81.43063584,54.23529965
TUN,Tunisia,91,41.2957573924769,33.8087694066783,44.590769975209,43.7277685060904,43.0557216819298,58.2745285813803,23.4938940433759,19.6578855952785,50.5321639401547,36.5682666214972,46.6718793639753,29.560587795379,56.0792666366723,45.5434510862199,20.6694793418548,56.167829363452,52.3298563404827,Tunisia,68.38174083,41.27082253,45.90151197,96,40.64186042,67.07070431,48.65506,2.188329395,31.79165946,NA,57.60627428,29.39360369,35.63042379,4.651817121,27.66730491,0.946278468,63.43821952,29.31019347,61.8556701,22.77429544,73.0399625,52.7746426,65.94250113,67.96721855,15.73979504,32.16604204,34.50889335,3.085149618,61.2095611,32.17,44.95027302,48.35768334,44.71004525,57.20476706,10.3694673,5.958071567,42.36106986,73.75188231,30.4539663,75,58.82941471,67.9041792,35.32825157,51.50273293,NA,27.43864064,42.87915757,14.00724263,0.167876686,22.99602229,23.29709754,31.8854432,48.36979997,77.83505155,66.58102274,68.85245902,15.66599404,51.14230543,83.88728324,42.10123997
PRY,Paraguay,92,41.1168152117101,25.806020793049,36.5566217082457,52.0778596015237,50.0267587440219,36.3447336658323,23.8092618902944,17.2640668230202,45.4357371182129,36.0050793499846,28.2290486565396,31.1713293713057,59.7106616553375,65.3515877779279,16.8816643347238,62.4483176250778,70.7502942722641,Paraguay,53.47988069,43.98638704,24.20133326,65,0.655129404,61.68534526,5.40506,1.389619974,34.11796477,NA,58.11761828,28.79241914,19.08778095,NA,3.912000376,NA,64.2658465,21.82573455,55.67010309,24.89811177,92.33410333,13.62052347,72.09558663,50.97918194,16.06791302,31.96265369,44.92514082,0,69.69915516,28.07,6.757946998,8.389092467,46.71223993,64.46370531,10.2915104,3.217861851,48.67788868,58.87872119,14.10825419,100,76.88844422,74.07445816,62.91389084,37.27733967,70.50647353,81.9857767,27.81559009,18.36773084,NA,16.08301629,5.260320127,58.17189686,85.17846125,43.29896907,63.14394331,67.21311475,NA,74.58164492,80.99710983,60.20930758
MAR,Morocco,93,39.7097911505353,34.2573300730402,38.7520543477148,42.7681072506593,43.0616729307266,61.6719079992499,21.3503256557552,19.7497565641155,44.9042357681327,34.7477906180999,36.6041366569119,24.5975963031439,66.1548826586226,37.5518427902115,19.6923833555158,58.7918764323477,50.7007590043163,Morocco,45.76523181,36.55456165,74.09615445,96,30.8679833,69.45797479,78.96145,0.781528299,29.83269104,NA,53.4447182,37.16396474,34.9370757,4.113969546,21.13543287,1.398339971,64.07028642,22.40335656,48.45360825,25.85976489,66.23307426,42.40532423,53.28804229,76.32457082,3.527885095,18.27076073,51.61602241,5.459462361,50.90665568,16.86,33.39219333,45.25769762,47.1837468,45.61213434,3.557834713,2.036669357,46.06296364,89.77180586,28.78476114,100,NA,49.3829721,30.50334656,59.96983228,47.903063,0,35.30242712,7.578073537,0.276778669,13.55366355,41.7509739,46.4578341,64.91530475,60.56701031,63.22735658,68.85245902,16.00747975,28.9808462,88.36705202,51.29595804
KGZ,Kyrgyzstan,94,38.6024682144749,26.2166943173759,35.587420397992,45.2910717434822,47.3146863990497,45.0055293151223,19.518659244356,14.1258943926494,47.0074572582032,35.0442636569817,24.7105402787911,21.5205954421949,51.4209823093682,62.9316374788835,14.1852383023215,74.9503599605195,52.808460934308,Kyrgyzstan,34.51801869,16.43104595,20.89174903,70,64.27025047,67.55912107,41.36852,2.39023305,24.82962704,NA,50.30499728,15.65896577,19.32052768,NA,7.398189723,NA,36.43518518,36.60315894,38.1443299,29.7860732,99.49995365,41.57604267,55.37776944,66.48801282,22.22345575,33.35262016,32.03134898,0.792374798,63.64104678,13.24,17.14314451,4.817969828,45.19314603,26.65222102,10.61783791,3.619176809,43.70636191,73.55496351,13.42260382,75,NA,70.37229078,70.0911101,41.25257469,NA,70.01057435,3.467317324,15.25739851,NA,7.997341821,30.01889556,58.81267297,92.71674073,90.97938144,57.29264469,68.85245902,2.273796704,71.66086963,52.96242775,68.29275158
SLV,El Salvador,95,37.3292364194301,25.8059174446648,30.6165811620741,40.5470215220709,52.3474255489104,38.1338937131978,23.8079877969808,15.4758708238159,39.979899865411,30.4437789837098,21.4260646371014,17.2561109351661,54.5420484675675,49.8429051634792,13.5634193513773,71.5529098995197,71.9259473958343,El Salvador,39.95336935,43.73690393,16.83796559,68,1.063045311,74.10455181,23.24142,2.168835091,35.56636075,NA,55.92905311,36.59811531,18.90492811,2.902718132,3.497721748,NA,32.12630737,21.06737083,58.7628866,21.02542748,85.88030563,21.01710128,38.31166439,61.94441334,15.78296846,17.07059417,48.1259921,1.427041451,56.36719555,13.88,5.951518812,9.505544187,36.29698028,12.56771398,16.24792874,3.911820738,50.5594464,72.39661763,20.21212984,75,NA,66.67012341,41.0010097,35.79266945,54.80815702,50.94256624,24.23269552,9.714070518,0.039537431,NA,20.26737394,73.94195238,85.40572307,62.88659794,63.97736621,78.68852459,NA,75.01657864,81.86416185,52.1345245
RWA,Rwanda,96,37.2413200661758,27.1412978546338,35.0061556248199,46.1510690548694,40.6667577303802,39.0994356610439,10.5111358679443,31.8133220349133,25.2505806170836,33.1521278185621,46.615758438814,31.0766058293057,51.5217264059843,55.854874929318,20.1803879222814,47.5207792814153,54.299105987444,Rwanda,33.09978795,2.897857272,9.052034422,96.6,45.36728436,56.66877562,30.01031,0.397015683,16.7556457,NA,24.7582551,41.88064435,50.02015922,NA,3.539162539,NA,19.69942291,14.24544012,2.886597938,4.346661468,65.54494559,44.78041568,38.42776034,81.81118452,14.48949282,4.801981283,58.22726997,1.155077972,60.60168968,19.62,54.32110423,51.92023985,34.07928527,74.64788732,14.34944403,1.229806691,53.26715193,82.62481177,44.54058029,75,2.176088044,61.73390024,40.63309212,51.40057364,NA,69.65193372,8.218826249,23.76870203,NA,1.605470815,47.1285526,11.29641981,83.98048023,49.74226804,45.06394904,47.54098361,NA,66.13967341,77.60115607,25.91461086
LAO,Lao PDR,97,37.1213878828397,31.5023375610468,32.3413906891072,29.0067998877064,55.6350233934982,34.3383384801809,14.6234736253142,45.5452005776453,36.9965432577682,27.5818497991207,32.4457790104327,15.0086777051572,45.0084158409718,27.0033061169903,48.1621094963461,61.5448959469377,57.1980647372109,Lao PDR,51.34845016,23.1464699,24.251143,43,2.930871108,61.35309671,NA,0.063034608,NA,NA,41.3892744,44.68711163,46.40328953,NA,NA,NA,23.5582964,15.46314967,42.26804124,10.41612642,80.28231019,49.99133563,24.84453388,36.42107822,18.50388067,10.49159489,47.64816134,NA,16.96888523,NA,47.9226728,NA,27.54248948,20.26002167,5.120402319,7.111797356,33.97387952,29.73473879,41.32504505,75,NA,18.52120709,21.08310742,56.45604234,NA,11.95286761,17.10543213,70.36383242,NA,NA,57.01706394,49.21209247,90.2908942,68.55670103,38.11989609,37.70491803,NA,61.55462716,68.06358382,61.46912994
GHA,Ghana,98,36.9683512510704,25.0288873792828,33.7406173129147,49.7655384504278,39.3383618616564,34.9160666790017,12.7768340186989,27.3937614401478,37.9721590516459,26.0895389812746,37.1601539058234,28.6576330671171,64.6759153855632,55.9630668986032,15.0475203786182,49.5555332425883,53.4120319637628,Ghana,65.33751481,39.02899642,35.36538586,34.86,0.058709564,61.3520501,8.40981,0.754070394,14.93728862,NA,35.12495437,32.16598406,49.39698952,NA,0.618310745,NA,37.46619698,35.67849786,18.55670103,10.95009092,73.04409576,52.13737177,27.51474079,52.58220173,17.48498799,10.14136367,48.8078052,0.006134515,62.42530394,25.96,26.86265,33.39266169,30.43086628,46.47887324,32.31482923,5.405963518,49.65155225,89.19263292,29.15770291,100,55.37768884,61.73390024,70.41703339,37.56171024,NA,54.13962373,0.693463465,15.65201519,NA,5.255859318,38.58874354,44.6896981,70.1294888,50.25773196,33.14521411,31.14754098,NA,55.71227522,85.76589595,41.02241569
BWA,Botswana,99,36.9386761858663,30.3129981088799,32.5301363421147,44.3846770180542,40.5268932744166,46.3674396304439,22.3058127329486,22.2657419632471,42.5889445642799,29.9209659404168,25.0804985216476,32.5807487605278,59.4061479513174,41.1671343423174,13.9854788341088,38.7170507005964,68.8781502885447,Botswana,46.04947408,58.27957281,45.57438743,65,1.183697932,62.11750554,NA,2.16144114,40.54136993,NA,45.2820595,26.73013465,30.83934401,NA,9.22774723,NA,45.71429136,29.92476377,42.26804124,17.70240234,83.06632004,36.85784863,31.46200318,63.61672585,15.78913609,33.17421702,33.06390311,2.419810392,34.54564187,5.89,29.70122872,30.18512349,42.71507022,46.80390033,36.20512348,4.59890102,61.43284838,85.71759527,22.24147669,50,77.63881941,34.56393239,44.09067018,23.55940637,NA,62.45452843,7.075895724,1.271130241,NA,35.03330956,12.56157981,15.28579648,77.7885716,25,36.79383472,54.09836066,NA,81.83878279,88.7283237,50.84713401
SEN,Senegal,100,36.8954545113741,27.7110624408981,31.0889896615316,48.0463526780591,40.7354132650076,34.3585696259452,11.7488409075252,37.025776789224,29.7366229928449,26.6203216471419,36.910024344608,22.5005111812268,67.537892416891,54.1006544360595,20.8452632910483,54.9656897356028,46.3952867683716,Senegal,46.43525371,27.73257073,23.94830617,62,15.86427361,51.86872317,12.66086,0.334018166,14.11121011,NA,32.07269868,43.9272043,41.20991441,NA,25.94021166,NA,44.68327957,15.24979699,19.58762887,8.792771531,38.09915429,52.00710671,29.14008413,51.3701188,9.094542386,5.506827098,64.58172974,0.028627735,47.87760148,8.74,40.95349099,50.0690049,23.78398949,32.17768147,30.80195777,3.238415993,49.04223884,79.92586586,37.76087714,100,70.96048024,41.97863735,70.00136591,49.60865742,NA,54.81395706,27.46885835,1.771908257,NA,6.870901683,47.26938487,54.95006511,65.2709422,58.50515464,41.136597,27.86885246,NA,42.69554238,75.36127168,39.65548055
BOL,Bolivia,101,36.7171558002086,26.995377467217,37.2113182669632,35.6263105445228,47.0356169221315,39.0070168153374,21.0907634083827,20.8883521779308,50.2935962399486,30.8228645826472,30.5174939782937,18.5810715667423,35.5584756963997,52.7393843704264,10.0621330711382,63.4518572040656,67.5928604911906,Bolivia,53.67467572,32.0690966,31.97521912,74.48,8.144861009,65.18498526,7.52028,1.92123903,29.66032568,NA,51.69512242,27.75359991,12.03045108,NA,22.88100554,NA,42.44833062,30.84745816,64.94845361,NA,90.31805446,22.90568435,46.32228513,37.89145651,16.81617005,19.85754049,33.22687073,NA,56.97506697,27.87,6.707414966,NA,41.11542824,14.1928494,12.40603568,6.609972943,31.71231245,27.22112823,6.477747207,50,62.3811906,58.02136265,56.88533071,28.28804215,47.07821578,73.42397056,14.65262617,9.204362574,NA,11.07779376,5.31374978,58.59740925,86.07155376,53.60824742,55.53021838,65.57377049,NA,63.80829793,74.42196532,66.56740823
HND,Honduras,102,36.2263000045341,26.0176558547249,30.0223192402817,44.0964039887836,44.7688209343461,33.0663791077912,16.624910174977,28.3616782814066,36.6481784432309,30.7632202376905,22.6555590399236,13.6448123417012,74.4435745163151,44.2008251083345,7.39423262377193,60.0352975659862,66.87693261328,Honduras,19.07116714,31.21298781,26.28050148,67.46,3.604618735,67.69316859,16.14221,1.1871238,18.71448765,NA,46.12297372,NA,35.90118608,NA,20.82217048,NA,29.93981086,11.44712211,41.2371134,18.66297281,83.55826728,35.0437842,39.47262392,46.05050107,11.63017896,25.899577,NA,NA,44.84854729,NA,NA,0.46257079,36.22565366,3.900325027,9.924879813,4.528390868,41.08816592,82.24255763,NA,100,NA,46.91486052,47.39087239,43.44705516,NA,39.05051237,8.86092205,5.927543198,NA,NA,NA,63.62570715,80.10649169,28.09278351,68.31620793,60.6557377,NA,75.38874583,66.97976879,64.48347813
NAM,Namibia,103,36.1073551998234,29.9967069218062,34.2400395326574,40.5496934040755,39.6429809407548,38.1436041414496,24.6423818108117,27.2041348131572,42.118985694135,31.2087471492327,29.3923857546045,29.2565370037928,38.7849302278587,53.6076129805749,17.4336364303528,34.4585496117075,67.0367567802041,Namibia,49.43400462,46.93074288,34.38712461,39,1.802543248,57.30720949,NA,0.747462498,40.02106999,NA,53.32842377,44.51804721,NA,NA,9.890222412,NA,49.83833855,35.59328984,26.80412371,16.25017888,89.12338983,35.10459335,34.71268986,55.04222574,17.9270838,22.89959892,55.6868062,0.984078379,50.90665568,9.08,33.78809364,23.7947937,39.82239296,12.89274106,48.77346393,15.53755007,50.25733752,69.11849878,35.76388461,0,NA,48.14891631,61.49239302,37.75793961,NA,67.03120298,9.104918454,0.415798487,NA,20.69561665,39.51821213,34.25099138,61.90681218,10.05154639,31.6248485,55.73770492,NA,88.563453,85.91040462,37.93546457
KHM,Cambodia,104,36.0116386812137,33.5939025632514,29.0766756689892,37.1376794048091,44.2382970878053,58.6549262846098,16.1531116504145,25.9736697547301,40.9722626849037,20.2110411285772,26.0467231934866,16.551888220594,43.9213091084807,50.9398408853526,8.80405458154353,64.1031464604334,59.8076902214389,Cambodia,49.88868991,29.06703381,39.83596557,80.3,85.20758123,67.63028719,NA,1.010903279,11.64095259,NA,51.53925543,32.06285545,43.84969758,NA,2.008456231,NA,38.49720878,32.04767212,57.73195876,9.474152387,74.95859021,33.12399384,17.06610505,41.7640117,7.426814887,5.079448572,49.5301007,0.399765866,43.63280445,NA,31.33789861,3.169466521,40.47649116,16.57638137,5.273859848,3.880820511,40.29300963,62.93293177,22.45929503,50,NA,39.51052577,50.34473504,45.15423869,66.71498986,52.97471507,0,2.660826722,NA,3.438609386,29.11678222,45.30845477,98.89275556,NA,48.10822905,52.45901639,NA,58.09549421,69.00289017,59.67336011
BGD,Bangladesh,105,36.0099251015876,25.777641040778,27.8991679869713,46.3003386029537,44.0625527756473,38.3336806716425,15.1764639537814,23.82277849691,26.7621690396186,21.6722611574455,35.2630737638499,27.1158006632847,50.0454177699389,61.7397973756374,11.3411728966932,68.1407562823128,52.7057291479359,Bangladesh,69.55212464,46.95447732,6.49751003,58,20.00000196,63.18680076,4.14485,1.068746185,22.80346194,NA,36.6141409,27.74702242,29.067994,NA,14.65331908,NA,12.72191384,13.65310418,20.6185567,14.53924029,66.44191299,32.59828625,19.50412005,26.20334838,10.98134415,7.135248866,44.53724434,NA,60.00412116,10.57,35.21510013,NA,36.78556871,56.01300108,14.07764223,1.58699063,33.2152681,73.75188231,18.21452067,75,NA,55.55325106,61.42639913,50.03114466,NA,79.94839464,12.19982021,0.583250741,NA,6.913856706,25.66776393,47.58751874,89.57469927,78.86597938,56.53482774,32.78688525,NA,50.11280162,88.87283237,39.05039736
